,index,target_name,target_accession,query_name,query_accession,eval_full_seq,score_full_seq,bias_full_seq,e_val_best_dom,score_best_dom,bias_best_dom,exp,reg,clu,ov,env,dom,rep,inc,target_description,sample_names,contig_id,gene_id
10020,298,China.pigfarm.SRR5976187_ctg_416745_00004,-,adeC-adeK-oprM,RF0021,1.3e-69,237.4,13.3,1.5e-69,237.2,13.3,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976187,ctg_416745,4
16857,286,China.pigfarm.SRR5976183_ctg_257230_00001,-,adeC-adeK-oprM,RF0021,1.4e-69,237.4,13.3,1.6e-69,237.2,13.3,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976183,ctg_257230,1
2857,2857,China.pigfarm.SRR5976186_ctg_158139_00002,-,tet_ribosomoal_protect,RF0135,1.3e-69,237.4,0.0,2.4e-50,173.8,0.0,2.5,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_158139,2
9207,2444,China.pigfarm.SRR5976182_ctg_526667_00005,-,tet_ribosomoal_protect,RF0135,1.1e-69,237.3,0.0,6.2e-50,172.1,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_526667,5
23183,3066,China.pigfarm.SRR5976181_ctg_391930_00003,-,tet_ribosomoal_protect,RF0135,1.5e-69,237.3,0.0,8e-50,172.1,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_391930,3
12525,2803,China.pigfarm.SRR5976187_ctg_54229_00005,-,tet_ribosomoal_protect,RF0135,1.3e-69,237.3,0.0,7.3e-50,172.1,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_54229,5
3772,221,China.pigfarm.SRR5976184_ctg_473817_00006,-,adeC-adeK-oprM,RF0021,1.4e-69,237.3,11.6,1.6e-69,237.1,11.6,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976184,ctg_473817,6
17101,530,China.pigfarm.SRR5976183_ctg_193105_00005,-,Cfr23_rRNA_methyltrans,RF0048,1.8e-69,237.1,0.0,2.1e-69,236.9,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976183,ctg_193105,5
3773,222,China.pigfarm.SRR5976184_ctg_119480_00003,-,adeC-adeK-oprM,RF0021,1.5e-69,237.1,8.8,1.7e-69,237.0,8.8,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976184,ctg_119480,3
268,268,China.pigfarm.SRR5976186_ctg_707767_00002,-,adeC-adeK-oprM,RF0021,1.9e-69,237.0,8.2,2.2e-69,236.8,8.2,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976186,ctg_707767,2
6062,2511,China.pigfarm.SRR5976184_ctg_483873_00005,-,tet_ribosomoal_protect,RF0135,1.6e-69,237.0,0.0,1.5e-68,233.8,0.0,2.2,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_483873,5
10259,537,China.pigfarm.SRR5976187_ctg_592037_00002,-,Cfr23_rRNA_methyltrans,RF0048,1.9e-69,236.9,0.0,2.1e-69,236.7,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976187,ctg_592037,2
7203,440,China.pigfarm.SRR5976182_ctg_247239_00008,-,Cfr23_rRNA_methyltrans,RF0048,1.9e-69,236.6,0.0,2.3e-69,236.4,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976182,ctg_247239,8
12526,2804,China.pigfarm.SRR5976187_ctg_4947_00003,-,tet_ribosomoal_protect,RF0135,2.4e-69,236.5,0.0,1.3e-50,174.6,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_4947,3
10021,299,China.pigfarm.SRR5976187_ctg_163468_00023,-,adeC-adeK-oprM,RF0021,2.7e-69,236.4,13.6,3e-69,236.2,13.6,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976187,ctg_163468,23
13667,474,China.pigfarm.SRR5976185_ctg_351759_00010,-,Cfr23_rRNA_methyltrans,RF0048,3.1e-69,236.4,0.0,3.4e-69,236.2,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976185,ctg_351759,10
269,269,China.pigfarm.SRR5976186_ctg_40876_00010,-,adeC-adeK-oprM,RF0021,3.1e-69,236.3,22.6,3.4e-69,236.1,22.6,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976186,ctg_40876,10
19972,3401,China.pigfarm.SRR5976183_ctg_592713_00002,-,vanT,RF0156,4.4e-69,236.0,0.0,8.7e-69,235.0,0.0,1.3,2,0,0,2,2,2,1,Alanine racemase     ,China.pigfarm.SRR5976183,ctg_592713,2
3385,3385,China.pigfarm.SRR5976186_ctg_95011_00003,-,vanT,RF0156,4.4e-69,236.0,0.0,8.8e-69,235.0,0.0,1.3,2,0,0,2,2,2,1,Alanine racemase     ,China.pigfarm.SRR5976186,ctg_95011,3
3993,442,China.pigfarm.SRR5976184_ctg_423923_00006,-,Cfr23_rRNA_methyltrans,RF0048,3.6e-69,235.9,0.0,4.2e-69,235.7,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976184,ctg_423923,6
17102,531,China.pigfarm.SRR5976183_ctg_495169_00002,-,Cfr23_rRNA_methyltrans,RF0048,4e-69,235.9,0.0,4.7e-69,235.7,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976183,ctg_495169,2
16422,3229,China.pigfarm.SRR5976185_ctg_167061_00003,-,vanT,RF0156,4.7e-69,235.9,0.0,9.2e-69,235.0,0.0,1.3,2,0,0,2,2,2,1,Alanine racemase      ,China.pigfarm.SRR5976185,ctg_167061,3
10260,538,China.pigfarm.SRR5976187_ctg_172068_00006,-,Cfr23_rRNA_methyltrans,RF0048,3.9e-69,235.9,0.0,4.6e-69,235.6,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_172068,6
7204,441,China.pigfarm.SRR5976182_ctg_231173_00003,-,Cfr23_rRNA_methyltrans,RF0048,3.1e-69,235.9,0.0,3.7e-69,235.7,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976182,ctg_231173,3
20715,598,China.pigfarm.SRR5976181_ctg_96305_00007,-,Cfr23_rRNA_methyltrans,RF0048,4.2e-69,235.9,0.0,5e-69,235.6,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_96305,7
10022,300,China.pigfarm.SRR5976187_ctg_104074_00003,-,adeC-adeK-oprM,RF0021,3.9e-69,235.8,9.9,4.4e-69,235.7,9.9,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976187,ctg_104074,3
23184,3067,China.pigfarm.SRR5976181_ctg_270562_00001,-,tet_ribosomoal_protect,RF0135,5.1e-69,235.5,0.0,3.6e-67,229.4,0.0,2.7,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_270562,1
12527,2805,China.pigfarm.SRR5976187_ctg_608395_00007,-,tet_ribosomoal_protect,RF0135,4.7e-69,235.5,0.0,1e-48,168.3,0.0,2.4,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_608395,7
9208,2445,China.pigfarm.SRR5976182_ctg_608206_00003,-,tet_ribosomoal_protect,RF0135,4.5e-69,235.3,0.0,9.8e-49,168.1,0.0,2.4,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_608206,3
3386,3386,China.pigfarm.SRR5976186_ctg_171200_00001,-,vanT,RF0156,7.6e-69,235.2,0.0,1e-68,234.8,0.0,1.1,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976186,ctg_171200,1
23731,3614,China.pigfarm.SRR5976181_ctg_361865_00003,-,vanT,RF0156,8.8e-69,235.0,0.0,1e-68,234.8,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase 1    ,China.pigfarm.SRR5976181,ctg_361865,3
7016,253,China.pigfarm.SRR5976182_ctg_38014_00001,-,adeC-adeK-oprM,RF0021,6.6e-69,234.9,24.3,7.3e-69,234.7,24.3,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976182,ctg_38014,1
13446,253,China.pigfarm.SRR5976185_ctg_693040_00083,-,adeC-adeK-oprM,RF0021,9e-69,234.8,20.8,1.1e-68,234.5,20.8,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM    ,China.pigfarm.SRR5976185,ctg_693040,83
10261,539,China.pigfarm.SRR5976187_ctg_274689_00004,-,Cfr23_rRNA_methyltrans,RF0048,8.4e-69,234.8,0.0,9.7e-69,234.6,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_274689,4
19973,3402,China.pigfarm.SRR5976183_ctg_240294_00003,-,vanT,RF0156,1.2e-68,234.6,0.0,1.4e-68,234.3,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase 1    ,China.pigfarm.SRR5976183,ctg_240294,3
9209,2446,China.pigfarm.SRR5976182_ctg_168168_00006,-,tet_ribosomoal_protect,RF0135,7.5e-69,234.6,2.6,2.5e-52,180.0,1.8,2.5,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_168168,6
15854,2661,China.pigfarm.SRR5976185_ctg_286994_00039,-,tet_ribosomoal_protect,RF0135,9.8e-69,234.6,0.0,8.1e-50,172.1,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_286994,39
12528,2806,China.pigfarm.SRR5976187_ctg_194407_00010,-,tet_ribosomoal_protect,RF0135,9.5e-69,234.5,0.0,7.8e-50,172.0,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_194407,10
19419,2848,China.pigfarm.SRR5976183_ctg_112765_00011,-,tet_ribosomoal_protect,RF0135,1e-68,234.5,0.0,8.4e-50,172.0,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_112765,11
7205,442,China.pigfarm.SRR5976182_ctg_119640_00006,-,Cfr23_rRNA_methyltrans,RF0048,9.1e-69,234.4,0.0,1.1e-68,234.2,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976182,ctg_119640,6
10262,540,China.pigfarm.SRR5976187_ctg_439395_00006,-,Cfr23_rRNA_methyltrans,RF0048,1.1e-68,234.4,0.0,1.3e-68,234.2,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976187,ctg_439395,6
23185,3068,China.pigfarm.SRR5976181_ctg_773618_00030,-,tet_ribosomoal_protect,RF0135,1.1e-68,234.4,0.0,7.9e-50,172.1,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_773618,30
17103,532,China.pigfarm.SRR5976183_ctg_355539_00009,-,Cfr23_rRNA_methyltrans,RF0048,1.2e-68,234.4,0.0,1.4e-68,234.2,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976183,ctg_355539,9
13668,475,China.pigfarm.SRR5976185_ctg_397851_00007,-,Cfr23_rRNA_methyltrans,RF0048,1.4e-68,234.2,0.0,1.6e-68,234.0,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976185,ctg_397851,7
6605,3054,China.pigfarm.SRR5976184_ctg_348695_00021,-,vanT,RF0156,1.3e-68,234.2,0.0,1.6e-68,234.0,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase 2    ,China.pigfarm.SRR5976184,ctg_348695,21
19974,3403,China.pigfarm.SRR5976183_ctg_83551_00133,-,vanT,RF0156,1.5e-68,234.2,0.0,1.7e-68,234.0,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase 2    ,China.pigfarm.SRR5976183,ctg_83551,133
17104,533,China.pigfarm.SRR5976183_ctg_369545_00008,-,Cfr23_rRNA_methyltrans,RF0048,1.3e-68,234.2,0.0,1.5e-68,234.0,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976183,ctg_369545,8
20462,345,China.pigfarm.SRR5976181_ctg_351864_00004,-,adeC-adeK-oprM,RF0021,1.4e-68,234.1,1.7,4e-68,232.6,1.7,1.6,1,1,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976181,ctg_351864,4
19758,3187,China.pigfarm.SRR5976183_ctg_502082_00002,-,vanC,RF0151,1.2e-68,234.0,0.1,1.6e-68,233.7,0.1,1.1,1,0,0,1,1,1,1,D-alanine--D-alanine ligase A    ,China.pigfarm.SRR5976183,ctg_502082,2
2858,2858,China.pigfarm.SRR5976186_ctg_434703_00002,-,tet_ribosomoal_protect,RF0135,2e-68,233.5,0.0,2.1e-49,170.7,0.0,2.5,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_434703,2
12529,2807,China.pigfarm.SRR5976187_ctg_646516_00001,-,tet_ribosomoal_protect,RF0135,1.8e-68,233.5,0.0,1.9e-49,170.7,0.0,2.5,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_646516,1
16302,3109,China.pigfarm.SRR5976185_ctg_334807_00363,-,vanH,RF0153,1.7e-68,233.3,0.1,2e-68,233.1,0.1,1.0,1,0,0,1,1,1,1,D-lactate dehydrogenase      ,China.pigfarm.SRR5976185,ctg_334807,363
15855,2662,China.pigfarm.SRR5976185_ctg_508503_00023,-,tet_ribosomoal_protect,RF0135,3e-68,233.0,0.0,9.4e-50,171.9,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_508503,23
6064,2513,China.pigfarm.SRR5976184_ctg_145336_00001,-,tet_ribosomoal_protect,RF0135,2.6e-68,233.0,0.0,2.2e-49,170.5,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_145336,1
6063,2512,China.pigfarm.SRR5976184_ctg_266891_00002,-,tet_ribosomoal_protect,RF0135,2.6e-68,233.0,0.0,1.4e-67,230.6,0.0,1.8,1,1,0,1,1,1,1,Elongation factor G    ,China.pigfarm.SRR5976184,ctg_266891,2
2859,2859,China.pigfarm.SRR5976186_ctg_564120_00015,-,tet_ribosomoal_protect,RF0135,3.2e-68,232.9,0.0,2.6e-49,170.4,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_564120,15
9625,2862,China.pigfarm.SRR5976182_ctg_486885_00003,-,vanT,RF0156,3e-68,232.9,0.0,4.8e-68,232.2,0.0,1.2,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976182,ctg_486885,3
19975,3404,China.pigfarm.SRR5976183_ctg_90304_00006,-,vanT,RF0156,4.1e-68,232.8,0.0,6.5e-68,232.1,0.0,1.2,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976183,ctg_90304,6
19420,2849,China.pigfarm.SRR5976183_ctg_188289_00018,-,tet_ribosomoal_protect,RF0135,3.4e-68,232.8,0.0,3.5e-49,169.9,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_188289,18
12530,2808,China.pigfarm.SRR5976187_ctg_475528_00005,-,tet_ribosomoal_protect,RF0135,3.4e-68,232.7,2.9,1.1e-51,178.1,2.2,2.5,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_475528,5
23732,3615,China.pigfarm.SRR5976181_ctg_764359_00005,-,vanT,RF0156,5.2e-68,232.5,0.0,8.2e-68,231.8,0.0,1.2,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976181,ctg_764359,5
23186,3069,China.pigfarm.SRR5976181_ctg_30850_00015,-,tet_ribosomoal_protect,RF0135,4.2e-68,232.5,0.0,1.5e-49,171.2,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_30850,15
2860,2860,China.pigfarm.SRR5976186_ctg_80101_00008,-,tet_ribosomoal_protect,RF0135,4.2e-68,232.5,0.0,1.5e-49,171.2,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_80101,8
3994,443,China.pigfarm.SRR5976184_ctg_143793_00004,-,Cfr23_rRNA_methyltrans,RF0048,4.1e-68,232.5,0.0,5.2e-68,232.1,0.0,1.1,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976184,ctg_143793,4
10263,541,China.pigfarm.SRR5976187_ctg_661833_00008,-,Cfr23_rRNA_methyltrans,RF0048,4.1e-68,232.5,0.0,4.7e-68,232.3,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_661833,8
20716,599,China.pigfarm.SRR5976181_ctg_603064_00003,-,Cfr23_rRNA_methyltrans,RF0048,4.9e-68,232.4,0.0,5.6e-68,232.2,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976181,ctg_603064,3
13669,476,China.pigfarm.SRR5976185_ctg_452140_00005,-,Cfr23_rRNA_methyltrans,RF0048,5e-68,232.4,0.0,6.3e-68,232.0,0.0,1.1,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN    ,China.pigfarm.SRR5976185,ctg_452140,5
9210,2447,China.pigfarm.SRR5976182_ctg_117380_00010,-,tet_ribosomoal_protect,RF0135,3.6e-68,232.4,0.0,1.3e-49,171.1,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976182,ctg_117380,10
3774,223,China.pigfarm.SRR5976184_ctg_313559_00016,-,adeC-adeK-oprM,RF0021,4.2e-68,232.4,8.4,4.6e-68,232.3,8.4,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976184,ctg_313559,16
23187,3070,China.pigfarm.SRR5976181_ctg_471336_00005,-,tet_ribosomoal_protect,RF0135,5.1e-68,232.2,0.0,9.7e-50,171.8,0.0,2.5,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_471336,5
13670,477,China.pigfarm.SRR5976185_ctg_166027_00007,-,Cfr23_rRNA_methyltrans,RF0048,6.9e-68,231.9,0.0,8.7e-68,231.6,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN    ,China.pigfarm.SRR5976185,ctg_166027,7
15856,2663,China.pigfarm.SRR5976185_ctg_466726_00005,-,tet_ribosomoal_protect,RF0135,7e-68,231.8,0.0,3.9e-49,169.9,0.0,2.6,2,1,0,2,2,2,2,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_466726,5
3775,224,China.pigfarm.SRR5976184_ctg_266435_00029,-,adeC-adeK-oprM,RF0021,6.2e-68,231.8,14.2,7e-68,231.7,14.2,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976184,ctg_266435,29
10264,542,China.pigfarm.SRR5976187_ctg_309526_00001,-,Cfr23_rRNA_methyltrans,RF0048,7e-68,231.7,0.0,7.9e-68,231.6,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976187,ctg_309526,1
23733,3616,China.pigfarm.SRR5976181_ctg_157987_00001,-,vanT,RF0156,9.9e-68,231.5,0.6,1.5e-67,231.0,0.6,1.1,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976181,ctg_157987,1
16423,3230,China.pigfarm.SRR5976185_ctg_576591_00002,-,vanT,RF0156,1.3e-67,231.2,0.1,1.9e-67,230.6,0.1,1.1,1,0,0,1,1,1,1,Alanine racemase      ,China.pigfarm.SRR5976185,ctg_576591,2
12531,2809,China.pigfarm.SRR5976187_ctg_553745_00016,-,tet_ribosomoal_protect,RF0135,9.4e-68,231.2,0.0,1.5e-49,171.1,0.0,2.8,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_553745,16
17105,534,China.pigfarm.SRR5976183_ctg_41298_00014,-,Cfr23_rRNA_methyltrans,RF0048,1.4e-67,230.9,0.0,1.7e-67,230.5,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976183,ctg_41298,14
19976,3405,China.pigfarm.SRR5976183_ctg_87056_00002,-,vanT,RF0156,1.5e-67,230.9,0.2,3e-67,229.9,0.2,1.4,2,0,0,2,2,2,1,Alanine racemase     ,China.pigfarm.SRR5976183,ctg_87056,2
16424,3231,China.pigfarm.SRR5976185_ctg_214569_00011,-,vanT,RF0156,1.5e-67,230.9,0.0,1.8e-67,230.7,0.0,1.0,1,0,0,1,1,1,1,Alanine racemase 1     ,China.pigfarm.SRR5976185,ctg_214569,11
13671,478,China.pigfarm.SRR5976185_ctg_561265_00005,-,Cfr23_rRNA_methyltrans,RF0048,1.7e-67,230.7,0.0,2.1e-67,230.3,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976185,ctg_561265,5
23188,3071,China.pigfarm.SRR5976181_ctg_615622_00002,-,tet_ribosomoal_protect,RF0135,1.5e-67,230.7,0.0,3e-44,153.7,0.0,3.0,3,0,0,3,3,3,3,Elongation factor G    ,China.pigfarm.SRR5976181,ctg_615622,2
20463,346,China.pigfarm.SRR5976181_ctg_63110_00002,-,adeC-adeK-oprM,RF0021,1.6e-67,230.7,13.1,1.7e-67,230.5,13.1,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976181,ctg_63110,2
19422,2851,China.pigfarm.SRR5976183_ctg_102246_00011,-,tet_ribosomoal_protect,RF0135,1.4e-67,230.7,0.0,3e-44,153.7,0.0,3.0,3,0,0,3,3,3,3,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_102246,11
12532,2810,China.pigfarm.SRR5976187_ctg_702845_00011,-,tet_ribosomoal_protect,RF0135,1.3e-67,230.7,0.0,2.7e-44,153.7,0.0,3.0,3,0,0,3,3,3,3,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_702845,11
19421,2850,China.pigfarm.SRR5976183_ctg_216939_00001,-,tet_ribosomoal_protect,RF0135,1.4e-67,230.7,0.6,1e-50,175.0,0.7,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976183,ctg_216939,1
2861,2861,China.pigfarm.SRR5976186_ctg_323244_00014,-,tet_ribosomoal_protect,RF0135,1.4e-67,230.7,0.6,1e-50,175.0,0.7,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_323244,14
6606,3055,China.pigfarm.SRR5976184_ctg_398106_00002,-,vanT,RF0156,1.6e-67,230.7,0.2,2.4e-67,230.1,0.2,1.1,1,0,0,1,1,1,1,Alanine racemase     ,China.pigfarm.SRR5976184,ctg_398106,2
15857,2664,China.pigfarm.SRR5976185_ctg_45894_00080,-,tet_ribosomoal_protect,RF0135,1.5e-67,230.7,0.0,3.1e-44,153.7,0.0,3.0,3,0,0,3,3,3,3,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_45894,80
20717,600,China.pigfarm.SRR5976181_ctg_602624_00005,-,Cfr23_rRNA_methyltrans,RF0048,2.1e-67,230.3,0.0,2.9e-67,229.8,0.0,1.0,1,0,0,1,1,1,1,Dual-specificity RNA methyltransferase RlmN   ,China.pigfarm.SRR5976181,ctg_602624,5
528,528,China.pigfarm.SRR5976186_ctg_473125_00006,-,Cfr23_rRNA_methyltrans,RF0048,2e-67,230.3,0.0,2.2e-67,230.2,0.0,1.0,1,0,0,1,1,1,1,putative dual-specificity RNA methyltransferase RlmN  ,China.pigfarm.SRR5976186,ctg_473125,6
2862,2862,China.pigfarm.SRR5976186_ctg_426979_00044,-,tet_ribosomoal_protect,RF0135,2.2e-67,230.1,0.0,1.5e-48,167.9,0.0,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976186,ctg_426979,44
270,270,China.pigfarm.SRR5976186_ctg_572915_00007,-,adeC-adeK-oprM,RF0021,2.3e-67,230.1,10.4,2.6e-67,230.0,10.4,1.0,1,0,0,1,1,1,1,Outer membrane protein OprM   ,China.pigfarm.SRR5976186,ctg_572915,7
3387,3387,China.pigfarm.SRR5976186_ctg_420850_00008,-,vanT,RF0156,2.7e-67,230.1,0.2,6.6e-67,228.8,0.2,1.5,2,0,0,2,2,2,1,Alanine racemase     ,China.pigfarm.SRR5976186,ctg_420850,8
16425,3232,China.pigfarm.SRR5976185_ctg_400416_00015,-,vanT,RF0156,2.9e-67,230.0,0.2,7.2e-67,228.7,0.3,1.5,2,0,0,2,2,2,1,Alanine racemase      ,China.pigfarm.SRR5976185,ctg_400416,15
23734,3617,China.pigfarm.SRR5976181_ctg_216464_00007,-,vanT,RF0156,2.8e-67,230.0,0.2,7e-67,228.7,0.3,1.5,2,0,0,2,2,2,1,Alanine racemase     ,China.pigfarm.SRR5976181,ctg_216464,7
13055,3333,China.pigfarm.SRR5976187_ctg_44939_00006,-,vanT,RF0156,2.6e-67,230.0,0.2,6.4e-67,228.7,0.3,1.5,2,0,0,2,2,2,1,Alanine racemase     ,China.pigfarm.SRR5976187,ctg_44939,6
19977,3406,China.pigfarm.SRR5976183_ctg_304420_00007,-,vanT,RF0156,2.8e-67,230.0,0.2,6.9e-67,228.7,0.3,1.5,2,0,0,2,2,2,1,Alanine racemase     ,China.pigfarm.SRR5976183,ctg_304420,7
15858,2665,China.pigfarm.SRR5976185_ctg_272750_00009,-,tet_ribosomoal_protect,RF0135,3.2e-67,229.6,0.0,2.6e-66,226.6,0.0,2.0,1,1,0,1,1,1,1,Elongation factor G     ,China.pigfarm.SRR5976185,ctg_272750,9
12533,2811,China.pigfarm.SRR5976187_ctg_376331_00002,-,tet_ribosomoal_protect,RF0135,3e-67,229.5,0.1,6.9e-50,172.2,0.1,2.7,2,1,0,2,2,2,2,Elongation factor G    ,China.pigfarm.SRR5976187,ctg_376331,2
20464,347,China.pigfarm.SRR5976181_ctg_268075_00003,-,adeC-adeK-oprM,RF0021,3.4e-67,229.5,13.7,3.8e-67,229.4,13.7,1.0,1,0,0,1,1,1,1,Cation efflux system protein CusC  ,China.pigfarm.SRR5976181,ctg_268075,3
16426,3233,China.pigfarm.SRR5976185_ctg_63088_00004,-,vanT,RF0156,4.1e-67,229.5,0.3,8e-67,228.6,0.3,1.4,2,0,0,2,2,2,1,Alanine racemase      ,China.pigfarm.SRR5976185,ctg_63088,4
