,full_id,contig_id,#members,known_gene_ids,unknown_gene_ids,span,members,architecture,member_scores,members_evals
425,China.pigfarm.SRR5976187_ctg_629674_00001,ctg_629674,2,"[1, 2]",[3],3,"RND_efflux,adeC-adeK-oprM",__(??)__(RND_efflux)__(adeC-adeK-oprM)__(??)__,__(??)__(894.9)__(242.5)__(??)__,__(??)__(3.6e-268)__(3.8e-71)__(??)__
426,China.pigfarm.SRR5976187_ctg_634172_00013,ctg_634172,2,"[13, 14]","[12, 15]",4,"MexA,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexA)__(??)__,__(??)__(42.7)__(41.4)__(??)__,__(??)__(1.4e-10)__(3.7e-10)__(??)__
427,China.pigfarm.SRR5976187_ctg_63502_00007,ctg_63502,2,"[7, 8]","[6, 9]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(48.2)__(67.6)__(??)__,__(??)__(3.1e-12)__(4.1e-18)__(??)__
428,China.pigfarm.SRR5976187_ctg_660450_00002,ctg_660450,2,"[2, 4]","[1, 3, 5]",5,"vanB,vanX",__(??)__(vanB)__(??)__(vanX)__(??)__,__(??)__(145.6)__(??)__(174.6)__(??)__,__(??)__(9.5e-42)__(??)__(9.3e-51)__(??)__
429,China.pigfarm.SRR5976187_ctg_670280_00004,ctg_670280,2,"[4, 5]","[3, 6]",4,"RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(RND_efflux)__(??)__,__(??)__(212.6)__(376.3)__(??)__,__(??)__(4.4e-62)__(1.7e-111)__(??)__
430,China.pigfarm.SRR5976187_ctg_67578_00019,ctg_67578,3,"[19, 20, 21]","[18, 22]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(RND_efflux)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(863.0)__(82.3)__(24.2)__(??)__,__(??)__(1.5e-258)__(1.5e-22)__(5.7e-05)__(??)__
431,China.pigfarm.SRR5976187_ctg_678213_00001,ctg_678213,2,"[1, 2]",[3],3,"RND_efflux,adeA-adeI",__(??)__(RND_efflux)__(adeA-adeI)__(??)__,__(??)__(626.8)__(68.1)__(??)__,__(??)__(3.4e-187)__(3.1e-18)__(??)__
432,China.pigfarm.SRR5976187_ctg_680902_00002,ctg_680902,2,"[2, 5]","[1, 3, 4, 6]",6,"adeA-adeI,vanX",__(??)__(adeA-adeI)__(??)__(??)__(vanX)__(??)__,__(??)__(81.9)__(??)__(??)__(176.0)__(??)__,__(??)__(2e-22)__(??)__(??)__(3.4e-51)__(??)__
433,China.pigfarm.SRR5976187_ctg_680902_00001,ctg_680902,1,[1],[2],2,adeC-adeK-oprM,__(??)__(adeC-adeK-oprM)__(??)__,__(??)__(60.0)__(??)__,__(??)__(8.4e-16)__(??)__
434,China.pigfarm.SRR5976187_ctg_68358_00006,ctg_68358,2,"[6, 7]","[5, 8]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(51.4)__(59.1)__(??)__,__(??)__(3.4e-13)__(1.6e-15)__(??)__
435,China.pigfarm.SRR5976187_ctg_691440_00001,ctg_691440,2,"[1, 2]",[3],3,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(571.8)__(40.5)__(??)__,__(??)__(1.4e-170)__(9.9e-10)__(??)__
436,China.pigfarm.SRR5976187_ctg_693635_00013,ctg_693635,3,"[13, 14, 16]","[12, 15, 17]",6,"APH3'',tet_ribosomoal_protect,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(81.1)__(372.4)__(??)__(51.1)__(??)__,__(??)__(2.6e-22)__(1.7e-110)__(??)__(5.4e-13)__(??)__
437,China.pigfarm.SRR5976187_ctg_700469_00002,ctg_700469,2,"[2, 5]","[1, 3, 4, 6]",6,"Erm23S_rRNA_methyltrans,vanD",__(??)__(vanD)__(??)__(??)__(Erm23S_rRNA_methyltrans)__(??)__,__(??)__(269.9)__(??)__(??)__(26.1)__(??)__,__(??)__(1.6e-79)__(??)__(??)__(1.8e-05)__(??)__
438,China.pigfarm.SRR5976187_ctg_708846_00003,ctg_708846,2,"[3, 4]","[2, 5]",4,"MexX,RND_efflux",__(??)__(MexX)__(RND_efflux)__(??)__,__(??)__(40.7)__(852.2)__(??)__,__(??)__(6e-10)__(2.9e-255)__(??)__
439,China.pigfarm.SRR5976187_ctg_709919_00008,ctg_709919,2,"[8, 9]","[7, 10]",4,"Chlor_Acetyltrans_CAT,tet_MFS_efflux",__(??)__(Chlor_Acetyltrans_CAT)__(tet_MFS_efflux)__(??)__,__(??)__(23.7)__(115.6)__(??)__,__(??)__(0.00015)__(1.1e-32)__(??)__
440,China.pigfarm.SRR5976187_ctg_711942_00002,ctg_711942,3,"[2, 3, 4]","[1, 5]",5,"Chlor_Acetyltrans_CAT,adeA-adeI,adeC-adeK-oprM",__(??)__(Chlor_Acetyltrans_CAT)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(25.2)__(86.7)__(37.7)__(??)__,__(??)__(5.1e-05)__(6.5e-24)__(5.2e-09)__(??)__
441,China.pigfarm.SRR5976187_ctg_713700_00009,ctg_713700,2,"[9, 10]","[8, 11]",4,"MexH,RND_efflux",__(??)__(RND_efflux)__(MexH)__(??)__,__(??)__(830.9)__(57.4)__(??)__,__(??)__(7.5e-249)__(7e-15)__(??)__
442,China.pigfarm.SRR5976187_ctg_723129_00004,ctg_723129,2,"[4, 5]","[3, 6]",4,"ClassB,Qnr",__(??)__(Qnr)__(ClassB)__(??)__,__(??)__(24.6)__(34.2)__(??)__,__(??)__(7.6e-05)__(7.2e-08)__(??)__
443,China.pigfarm.SRR5976187_ctg_724056_00001,ctg_724056,2,"[1, 2]",[3],3,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(??)__,__(??)__(31.3)__(38.6)__(??)__,__(??)__(4.3e-07)__(2.6e-09)__(??)__
444,China.pigfarm.SRR5976187_ctg_725052_00005,ctg_725052,2,"[5, 6]","[4, 7]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(42.0)__(88.7)__(??)__,__(??)__(2.4e-10)__(1.6e-24)__(??)__
445,China.pigfarm.SRR5976187_ctg_7782_00002,ctg_7782,3,"[2, 3, 4]","[1, 5]",5,"RND_efflux,adeA-adeI,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(adeA-adeI)__(RND_efflux)__(??)__,__(??)__(58.0)__(90.4)__(868.2)__(??)__,__(??)__(3.4e-15)__(5.1e-25)__(4.2e-260)__(??)__
446,China.pigfarm.SRR5976187_ctg_78998_00005,ctg_78998,2,"[5, 6]","[4, 7]",4,"adeA-adeI,adeC-adeK-oprM",__(??)__(adeA-adeI)__(adeC-adeK-oprM)__(??)__,__(??)__(73.3)__(77.3)__(??)__,__(??)__(8.1e-20)__(4.5e-21)__(??)__
447,China.pigfarm.SRR5976187_ctg_78998_00026,ctg_78998,2,"[26, 29]","[25, 27, 28, 30]",6,"ClassB,vanH",__(??)__(vanH)__(??)__(??)__(ClassB)__(??)__,__(??)__(55.4)__(??)__(??)__(40.8)__(??)__,__(??)__(2.2e-14)__(??)__(??)__(7e-10)__(??)__
448,China.pigfarm.SRR5976187_ctg_83938_00005,ctg_83938,2,"[5, 6]","[4, 7]",4,"MexE,adeC-adeK-oprM",__(??)__(MexE)__(adeC-adeK-oprM)__(??)__,__(??)__(54.7)__(75.9)__(??)__,__(??)__(3.3e-14)__(1.3e-20)__(??)__
449,China.pigfarm.SRR5976187_ctg_85532_00002,ctg_85532,2,"[2, 4]","[1, 3, 5]",5,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(342.7)__(??)__(36.7)__(??)__,__(??)__(1.6e-101)__(??)__(1.3e-08)__(??)__
450,China.pigfarm.SRR5976187_ctg_88814_00001,ctg_88814,2,"[1, 3]","[2, 4]",4,"APH3'',tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(368.2)__(??)__(46.2)__(??)__,__(??)__(3.2e-109)__(??)__(1.8e-11)__(??)__
451,China.pigfarm.SRR5976187_ctg_94328_00004,ctg_94328,2,"[4, 5]","[3, 6]",4,"tet_ribosomoal_protect,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(tet_ribosomoal_protect)__(??)__,__(??)__(84.7)__(374.9)__(??)__,__(??)__(2.1e-23)__(2.9e-111)__(??)__
452,China.pigfarm.SRR5976187_ctg_96038_00007,ctg_96038,3,"[7, 8, 10]","[6, 9, 11]",6,"APH3'',tet_ribosomoal_protect,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(tet_ribosomoal_protect)__(??)__(APH3'')__(??)__,__(??)__(80.9)__(348.7)__(??)__(43.2)__(??)__,__(??)__(2.9e-22)__(2.6e-103)__(??)__(1.4e-10)__(??)__
453,China.pigfarm.SRR5976187_ctg_96157_00009,ctg_96157,2,"[9, 10]","[8, 11]",4,"MexE,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexE)__(??)__,__(??)__(37.4)__(36.2)__(??)__,__(??)__(6e-09)__(1.4e-08)__(??)__
454,China.pigfarm.SRR5976187_ctg_96355_00001,ctg_96355,3,"[1, 2, 3]",[4],4,"MexH,RND_efflux,adeC-adeK-oprM",__(??)__(adeC-adeK-oprM)__(MexH)__(RND_efflux)__(??)__,__(??)__(56.0)__(102.6)__(879.9)__(??)__,__(??)__(1.3e-14)__(1.3e-28)__(1.2e-263)__(??)__
455,China.pigfarm.SRR5976187_ctg_98831_00001,ctg_98831,2,"[1, 3]","[2, 4]",4,"RND_efflux,tet_ribosomoal_protect",__(??)__(tet_ribosomoal_protect)__(??)__(RND_efflux)__(??)__,__(??)__(240.4)__(??)__(487.1)__(??)__,__(??)__(1.6e-70)__(??)__(5.6e-145)__(??)__
